CODIGO;ATIVO;TIPO;ID_LOCALIZACAO;QUARTOS;SUITE;AREA_TERRENO;AREA_CONSTRUIDA;VALOR;VALOR_M2;PISCINA_IMOVEL;CHURRASQUEIRA;CONDOMINIO;ALTO_PADRAO;STATUS
SJ116;DISPONÍVEL;CASA;21;2;1;150,0;80,0;340000;4250,0;0;0;0;0;NOVO
JA1377;VENDIDO;CASA;4;2;1;240,0;70,0;398000;5685,714285714285;0;0;0;0;NOVO
RV017;VENDIDO;CASA;43;2;1;400,0;80,0;320000;4000,0;0;0;0;0;NOVO
JA1515;VENDIDO;CASA;4;2;1;240,0;80,0;415000;5187,5;0;0;0;0;NOVO
ITB012;VENDIDO;CASA;44;2;1;220,0;70,0;320000;4571,428571428572;0;0;0;0;USADO
JA1576;VENDIDO;CASA;4;2;1;240,0;80,0;430000;5375,0;0;0;0;0;NOVO
JA1556;VENDIDO;CASA;17;2;1;240,0;80,0;345000;4312,5;0;1;0;0;USADO
SJ075;VENDIDO;CASA;30;2;1;230,0;68,0;320000;4705,882352941177;0;0;0;0;NOVO
JA1477;VENDIDO;APTO;14;2;1;100,0;80,0;350000;4375,0;0;1;1;0;NOVO
JA1552;DISPONÍVEL;DUPLEX;14;2;2;120,0;75,0;360000;4800,0;0;0;1;0;NOVO
BAR032;VENDIDO;DUPLEX;28;2;1;120,0;80,0;320000;4000,0;0;0;0;0;NOVO
JA1346;VENDIDO;CASA;17;3;1;480,0;100,0;450000;4500,0;0;1;0;0;NOVO
JA1519;DISPONÍVEL;DUPLEX;17;2;1;70,0;100,0;360000;3600,0;0;0;1;0;NOVO
JA1519;DISPONÍVEL;DUPLEX;17;2;1;70,0;100,0;360000;3600,0;0;0;1;0;NOVO
JA1519;DISPONÍVEL;DUPLEX;17;2;1;70,0;100,0;360000;3600,0;0;0;1;0;NOVO
JA1388;VENDIDO;APTO;14;2;1;120,0;600,0;350000;583,3333333333334;0;1;1;0;NOVO
JA1419;VENDIDO;CASA;17;2;1;120,0;65,0;350000;5384,615384615385;0;0;0;0;NOVO
JA1068;VENDIDO;CASA;17;2;1;240,0;80,0;350000;4375,0;1;0;0;0;USADO
JA659;VENDIDO;DUPLEX;14;2;1;140,0;80,0;350000;4375,0;0;1;1;0;USADO
JA1056;VENDIDO;CASA;17;2;1;240,0;90,0;350000;3888,8888888888887;1;0;0;0;NOVO
JA1209;VENDIDO;DUPLEX;17;2;1;150,0;75,0;350000;4666,666666666667;0;1;1;0;NOVO
JA1115;VENDIDO;CASA;4;2;1;250,0;100,0;350000;3500,0;0;1;0;0;NOVO
JA1364;VENDIDO;CASA;4;2;1;150,0;137,6;350000;2543,604651162791;0;1;0;0;USADO
JA1481;VENDIDO;CASA;4;2;1;440,0;70,0;350000;5000,0;0;0;0;0;NOVO
JA1051;VENDIDO;CASA;4;2;1;240,0;90,0;350000;3888,8888888888887;0;1;0;0;NOVO
JA1051;VENDIDO;CASA;4;2;1;240,0;90,0;350000;3888,8888888888887;0;1;0;0;NOVO
JA1554;VENDIDO;DUPLEX;17;2;1;150,0;70,0;350000;5000,0;0;1;0;0;USADO
SB217;VENDIDO;DUPLEX;1;2;0;120,0;65,0;340000;5230,7692307692305;0;0;0;0;NOVO
TER032;VENDIDO;TERRENO UNIFAMILIAR;17;0;0;520,0;0,0;350000;0,0;0;0;0;0;NOVO
JA1541;VENDIDO;CASA;17;2;1;480,0;85,0;450000;5294,117647058823;0;1;0;0;NOVO
JA1543;VENDIDO;CASA;17;2;1;240,0;80,0;470000;5875,0;0;1;0;0;NOVO
JA1157;VENDIDO;CASA;16;2;1;240,0;100,0;350000;3500,0;0;1;0;0;USADO
JA1063;VENDIDO;CASA;4;2;1;240,0;80,0;350000;4375,0;0;1;0;0;NOVO
JA1597;VENDIDO;CASA;4;2;1;240,0;70,0;350000;5000,0;0;0;0;0;NOVO
JA1519;DISPONÍVEL;DUPLEX;17;2;1;70,0;100,0;360000;3600,0;0;0;1;0;NOVO
JA1568;VENDIDO;DUPLEX;17;2;1;120,0;70,0;360000;5142,857142857143;0;1;1;0;USADO
FLA006;VENDIDO;CASA;42;2;1;240,0;80,0;340000;4250,0;0;1;0;0;NOVO
JA1152;DISPONÍVEL;DUPLEX;4;2;1;150,0;80,0;350000;4375,0;0;1;0;0;NOVO
JA1061;VENDIDO;DUPLEX;4;2;1;400,0;80,0;350000;4375,0;0;0;0;0;NOVO
JA1267;VENDIDO;APTO;17;3;1;250,0;100,0;360000;3600,0;1;1;1;0;USADO
JA1331;VENDIDO;DUPLEX;4;2;1;240,0;80,0;360000;4500,0;0;0;0;0;USADO
JA1126;VENDIDO;CASA;17;2;1;480,0;80,0;360000;4500,0;0;0;0;0;NOVO
JA1067;VENDIDO;DUPLEX;4;2;1;120,0;80,0;360000;4500,0;0;1;0;0;NOVO
JA1067;VENDIDO;DUPLEX;4;2;1;120,0;80,0;360000;4500,0;0;1;0;0;NOVO
JA1067;VENDIDO;DUPLEX;4;2;1;150,0;70,0;360000;5142,857142857143;0;1;0;0;NOVO
JA1366;DISPONÍVEL;DUPLEX;14;2;2;180,0;84,0;380000;4523,809523809524;0;1;1;0;USADO
IV028;VENDIDO;CASA;13;4;0;400,0;200,0;520000;2600,0;0;1;1;0;USADO
CV043;VENDIDO;CASA;35;2;1;240,0;100,0;510000;5100,0;0;1;0;0;NOVO
TER005;VENDIDO;TERRENO UNIFAMILIAR;14;0;0;600,0;0,0;350000;0,0;0;0;0;0;NOVO
IV030;VENDIDO;CASA;13;4;1;360,0;150,0;520000;3466,6666666666665;1;1;1;0;USADO
JA1262;VENDIDO;CASA;4;2;1;240,0;80,0;360000;4500,0;0;1;0;0;NOVO
JA1365;VENDIDO;CASA;17;2;1;240,0;60,0;360000;6000,0;0;1;0;0;USADO
JA1548;VENDIDO;CASA;4;2;1;240,0;120,0;360000;3000,0;1;1;0;0;USADO
JA1604;VENDIDO;CASA;4;2;1;130,0;80,0;348000;4350,0;0;1;0;0;NOVO
TER019;DISPONÍVEL;TERRENO UNIFAMILIAR;45;0;0;454,0;0,0;650000;0,0;0;0;0;0;NOVO
JA1421;VENDIDO;DUPLEX;14;2;2;150,0;70,0;360000;5142,857142857143;0;0;0;0;NOVO
SB197;VENDIDO;CASA;1;2;1;240,0;90,0;399000;4433,333333333333;0;1;0;0;NOVO
SB178;VENDIDO;CASA;1;2;1;240,0;90,0;355000;3944,4444444444443;0;1;0;0;NOVO
IN081;VENDIDO;CASA;3;2;1;600,0;100,0;550000;5500,0;0;0;1;0;NOVO
IN061;VENDIDO;CASA;3;4;1;520,0;100,0;350000;3500,0;0;0;1;0;USADO
SJ104;VENDIDO;CASA;21;2;1;180,0;70,0;340000;4857,142857142857;0;0;0;0;NOVO
JA1472;VENDIDO;DUPLEX;17;2;2;440,0;70,0;360000;5142,857142857143;0;1;0;0;NOVO
JA1344;VENDIDO;CASA;4;2;1;240,0;90,0;360000;4000,0;0;1;0;0;NOVO
JA1477;VENDIDO;APTO;14;2;1;100,0;80,0;390000;4875,0;0;1;1;1;NOVO
BAR068;DISPONÍVEL;DUPLEX;28;2;1;100,0;80,0;360000;4500,0;0;1;1;0;NOVO
IN038;VENDIDO;CASA;6;2;1;230,0;68,0;350000;5147,058823529412;0;0;0;0;NOVO
IN043;VENDIDO;CASA;10;2;1;240,0;80,0;350000;4375,0;0;0;0;0;NOVO
SJ091;VENDIDO;CASA;8;2;1;250,0;80,0;350000;4375,0;0;1;0;0;NOVO
SJ108;VENDIDO;CASA;29;2;1;220,0;80,0;350000;4375,0;0;0;0;0;NOVO
JA1615;VENDIDO;APTO;17;3;1;600,0;100,0;420000;4200,0;0;0;1;0;NOVO
BAR067;VENDIDO;DUPLEX;14;2;2;100,0;81,0;420000;5185,185185185185;0;1;1;0;USADO
SB183;VENDIDO;CASA;1;2;1;240,0;100,0;399000;3990,0;0;1;0;0;NOVO
SB200;VENDIDO;CASA;1;2;1;240,0;80,0;399000;4987,5;0;1;0;0;NOVO
JA1582;DISPONÍVEL;APTO;17;3;1;650,0;100,0;450000;4500,0;0;0;1;0;NOVO
SB200;VENDIDO;CASA;1;2;1;240,0;80,0;399000;4987,5;0;1;0;0;NOVO
CV048;VENDIDO;APTO;35;2;1;100,0;65,0;465000;7153,846153846154;0;1;1;1;NOVO
SB158;VENDIDO;CASA;1;2;1;240,0;80,0;350000;4375,0;0;0;0;0;NOVO
SB200;VENDIDO;CASA;1;2;1;240,0;80,0;399000;4987,5;0;1;0;0;NOVO
SB200;VENDIDO;CASA;1;2;1;240,0;80,0;399000;4987,5;0;1;0;0;NOVO
SJ088;VENDIDO;CASA;8;2;1;240,0;80,0;350000;4375,0;0;1;0;0;NOVO
JA1553;VENDIDO;CASA;4;3;1;440,0;130,0;850000;6538,461538461538;1;1;0;1;NOVO
JA1169;VENDIDO;DUPLEX;17;2;1;150,0;80,0;365000;4562,5;0;1;0;0;NOVO
JA1558;VENDIDO;CASA;4;2;1;150,0;80,0;365000;4562,5;0;1;0;0;NOVO
JA1491;VENDIDO;APTO;14;2;1;100,0;80,0;365000;4562,5;0;1;1;1;NOVO
JA1547;VENDIDO;CASA;4;2;1;240,0;80,0;365000;4562,5;0;0;0;0;USADO
JA1593;VENDIDO;DUPLEX;17;2;1;130,0;70,0;365000;5214,285714285715;0;0;0;0;NOVO
CV048;VENDIDO;APTO;35;2;1;100,0;65,0;465000;7153,846153846154;0;1;1;1;NOVO
JA1425;VENDIDO;CASA;14;3;1;220,0;100,0;370000;3700,0;1;1;0;0;USADO
JA1100;VENDIDO;CASA;4;2;1;260,0;100,0;370000;3700,0;0;1;0;0;NOVO
TER003;VENDIDO;TERRENO UNIFAMILIAR;17;0;0;480,0;104,0;320000;3076,923076923077;0;0;0;0;NOVO
BAR064;VENDIDO;CASA;17;2;1;220,0;80,0;360000;4500,0;0;0;0;0;USADO
TER035;VENDIDO;TERRENO UNIFAMILIAR;2;0;0;586,0;0,0;120000;0,0;0;0;1;0;NOVO
JA1209;VENDIDO;DUPLEX;17;2;1;150,0;75,0;370000;4933,333333333333;0;1;0;0;NOVO
JA1290;VENDIDO;CASA;4;2;1;240,0;80,0;370000;4625,0;0;1;0;0;NOVO
JA1423;VENDIDO;CASA;4;2;1;240,0;70,0;370000;5285,714285714285;0;0;0;0;NOVO
JA1268;VENDIDO;CASA;4;2;1;240,0;70,0;370000;5285,714285714285;0;1;0;0;NOVO
ITB014;VENDIDO;CASA;19;2;1;150,0;70,0;350000;5000,0;0;0;0;0;USADO
PN016;DISPONÍVEL;CASA;40;2;1;330,0;80,0;350000;4375,0;0;0;0;0;NOVO
CAJ008;VENDIDO;CASA;46;2;1;250,0;80,0;350000;4375,0;0;0;0;0;USADO
SJ082;VENDIDO;CASA;8;2;1;250,0;90,0;350000;3888,8888888888887;0;1;0;0;NOVO
JA1323;VENDIDO;APTO;14;2;1;600,0;84,09;375000;4459,507670353193;0;0;1;0;NOVO
PN010;VENDIDO;CASA;32;2;1;100,0;250,0;350000;1400,0;1;1;0;0;USADO
SJ083;VENDIDO;CASA;21;2;1;240,0;80,0;350000;4375,0;0;0;0;0;NOVO
JA987;VENDIDO;CASA;4;2;1;240,0;80,0;375000;4687,5;0;1;0;0;NOVO
SJ118;DISPONÍVEL;CASA;38;2;1;220,0;80,0;350000;4375,0;0;0;0;0;USADO
SJ087;VENDIDO;CASA;21;2;1;230,0;80,0;375000;4687,5;0;0;0;0;NOVO
SJ110;VENDIDO;CASA ;21;2;1;240,0;80,0;375000;4687,5;0;0;0;0;NOVO
JA1230;VENDIDO;CASA;17;3;1;500,0;90,0;380000;4222,222222222223;0;1;0;0;NOVO
JA1053;VENDIDO;CASA;4;2;1;240,0;89,0;380000;4269,662921348315;0;1;0;0;NOVO
JA1024;VENDIDO;CASA;17;2;1;480,0;100,0;380000;3800,0;0;1;0;0;NOVO
JA997;VENDIDO;CASA;14;2;2;200,0;65,0;380000;5846,153846153846;0;1;0;0;NOVO
IN047;VENDIDO;CASA;10;2;1;250,0;80,0;360000;4500,0;1;1;0;0;USADO
JA1127;VENDIDO;CASA;4;2;1;480,0;150,0;380000;2533,3333333333335;0;1;0;0;USADO
JA1458;VENDIDO;DUPLEX;17;2;0;150,0;68,0;380000;5588,235294117647;0;1;0;0;USADO
JA1472;VENDIDO;DUPLEX;17;2;2;440,0;70,0;380000;5428,571428571428;0;1;0;0;NOVO
JA1121;VENDIDO;CASA;4;2;1;480,0;100,0;380000;3800,0;0;0;0;0;USADO
JA1158;VENDIDO;CASA;4;2;1;240,0;80,0;380000;4750,0;0;1;0;0;USADO
SJ118;VENDIDO;CASA;29;2;1;180,0;122,0;350000;2868,8524590163934;0;0;0;0;USADO
JA1587;VENDIDO;CASA;17;3;1;480,0;130,0;878000;6753,846153846154;1;1;0;0;NOVO
JA1016;VENDIDO;CASA;4;2;1;240,0;100,0;385000;3850,0;0;1;0;0;NOVO
JA1599;VENDIDO;CASA;17;2;1;240,0;90,0;390000;4333,333333333333;0;1;0;0;USADO
CAX014;DISPONÍVEL;CASA;15;2;1;210,0;67,52;350000;5183,649289099526;0;0;1;0;NOVO
JA1135;VENDIDO;CASA;4;3;1;240,0;130,0;535000;4115,384615384615;1;1;0;0;NOVO
JA1163;VENDIDO;CASA;4;2;1;240,0;110,0;390000;3545,4545454545455;0;1;0;0;NOVO
JA972;VENDIDO;CASA;4;2;1;240,0;100,0;390000;3900,0;0;1;0;0;NOVO
JA1214;VENDIDO;DUPLEX;14;2;2;150,0;80,0;390000;4875,0;0;0;0;0;NOVO
JA1320;VENDIDO;DUPLEX;17;2;1;100,0;80,0;390000;4875,0;0;1;1;0;NOVO
JA1542;VENDIDO;CASA;17;2;1;225,0;80,0;390000;4875,0;0;0;0;0;USADO
SB162;VENDIDO;CASA;1;2;2;250,0;95,0;385000;4052,6315789473683;0;1;0;0;NOVO
CAX001;VENDIDO;CASA;47;2;1;216,0;66,0;385000;5833,333333333333;1;1;1;0;NOVO
JA1386;VENDIDO;CASA;17;3;1;240,0;100,0;628000;6280,0;1;1;0;1;NOVO
JA1347;VENDIDO;CASA;17;3;1;240,0;120,0;630000;5250,0;1;1;0;0;NOVO
JA1342;DISPONÍVEL;COBERTURA;14;2;1;150,0;100,0;550000;5500,0;0;1;1;1;USADO
JA1386;VENDIDO;CASA;17;3;1;240,0;100,0;648000;6480,0;1;1;0;1;NOVO
JA1226;VENDIDO;CASA;4;3;1;480,0;130,0;690000;5307,692307692308;0;1;0;0;NOVO
IV040;VENDIDO;CASA;13;3;1;234,0;90,0;520000;5777,777777777777;0;1;0;0;NOVO
JA1468;VENDIDO;CASA;4;3;1;440,0;130,0;748000;5753,846153846154;0;1;0;1;NOVO
JA1422;VENDIDO;CASA;17;3;1;440,0;120,0;748000;6233,333333333333;0;1;1;0;NOVO
RV016;VENDIDO;CASA;48;3;1;360,0;100,0;360000;3600,0;0;0;1;0;USADO
SJ076;VENDIDO;CASA;8;3;1;250,0;100,0;360000;3600,0;0;0;0;0;NOVO
JA1422;VENDIDO;CASA;17;3;1;440,0;120,0;748000;6233,333333333333;0;1;1;0;NOVO
SJ086;VENDIDO;CASA;8;3;1;360,0;100,0;360000;3600,0;0;0;0;0;NOVO
BAR051;VENDIDO;CASA;28;2;1;240,0;90,0;360000;4000,0;1;1;1;0;NOVO
ITB011;VENDIDO;CASA;8;2;1;250,0;110,0;360000;3272,7272727272725;0;1;0;0;USADO
JA1301;VENDIDO;CASA;4;3;1;480,0;140,0;768000;5485,714285714285;1;1;0;1;NOVO
SJ098;VENDIDO;CASA;30;2;1;330,0;80,0;365000;4562,5;0;1;0;0;NOVO
JA1385;VENDIDO;CASA;4;2;1;225,0;80,0;395000;4937,5;0;1;0;0;NOVO
JA1200;VENDIDO;APTO;17;3;1;500,0;100,0;395000;3950,0;0;1;1;0;NOVO
JA1497;VENDIDO;DUPLEX;14;2;1;250,0;100,0;395000;3950,0;0;1;1;0;USADO
JA961;VENDIDO;CASA;4;3;1;240,0;100,0;395000;3950,0;0;1;0;0;NOVO
IN067;VENDIDO;CASA;10;2;1;240,0;80,0;370000;4625,0;0;0;0;0;NOVO
JA1493;VENDIDO;LOFT;14;1;0;150,0;68,0;295000;4338,235294117647;0;1;0;0;NOVO
JA1509;VENDIDO;DUPLEX;17;3;1;220,0;80,0;395000;4937,5;0;1;0;0;USADO
JA1508;VENDIDO;DUPLEX;17;3;1;240,0;100,0;395000;3950,0;0;1;0;0;USADO
JA1050;VENDIDO;DUPLEX;17;2;0;120,0;80,0;330000;4125,0;0;1;0;0;NOVO
JA1338;VENDIDO;CASA;4;2;1;240,0;90,0;395000;4388,888888888889;0;0;0;0;USADO
CAX003;VENDIDO;CASA;47;3;1;216,0;98,0;370000;3775,5102040816328;1;1;1;0;NOVO
JA1178;VENDIDO;CASA;17;2;1;440,0;70,0;395000;5642,857142857143;0;0;0;0;NOVO
JA1280;VENDIDO;CASA;4;2;1;225,0;95,0;395000;4157,894736842105;0;1;0;0;NOVO
JA1142;VENDIDO;CASA;4;2;1;240,0;109,0;395000;3623,853211009174;0;1;0;0;NOVO
JA1122;VENDIDO;CASA;4;2;0;220,0;91,0;395000;4340,659340659341;0;1;0;0;NOVO
JA1175;VENDIDO;CASA;4;2;1;240,0;100,0;395000;3950,0;0;1;0;0;NOVO
